Date,entireTweets,
2020-04-15 5:39:34,@GabyLevinas @rodrigus77 @Marce_Tiemroth @AgustinPisani @Solanopo UN VECINO FUE IMPUTADO COMO INSTIGADOR A COMETER ILÍCITO AL POSTEAR MENSAJE CONVOCANDO A UN CACELORAZOSe le inició una causa penal por la publicación en un grupo de Facebook. Intervino policía y fiscalía. Está notificado. #Saqueohttps://t.co/LRRgSCgyWT,
2020-04-15 5:33:57,@el_bru Saqueo bajo la lluvia,
2020-04-15 5:32:09,"Increíble como le iniciaron una causa penal a un pibe por twittear en modo de chiste (igualmente no importa si era o no chiste pues libertad de expresión) lo del saqueo, no tienen algo mejor que hacer @alferdez ?",
2020-04-15 5:32:08,@el_bru El señor de los anillos: La comunidad del saqueo,
2020-04-15 5:31:43,@el_bru El señor de los anillos: el retorno del saqueo,
2020-04-15 5:29:32,"""Sigue en pie lo del saqueo, no?"", el tuit que le valió una causa judicial a un joven de Balcarce https://t.co/Ukf1eFejP4",
2020-04-15 5:28:43,#PensándoloBien (programa completo) de Jorge Fernández Díaz 14/04/20 • Actualidad En Foco https://t.co/FIbopZgkUi #EstallaElDolar #TwitterComunista #TrollsLasPelotas #saqueo Reutemann #NiDespidosNiRebajasSalariales Gerardo Morales Goyco #GraciasMilei #AnimalesSueltos #BastaBaby,
2020-04-15 5:27:36,@el_bru Esperando el saqueo,
2020-04-15 5:27:10,"@RichardPereyra7 Incitaron a un saqueo, supuestamente. Es lo que leí, que es poco y nada",
2020-04-15 5:27:03,"@LieblosM Boluda, ahora me habla del saqueo de los ultimos 4 años y vi su perfil y tiene fotos del ""che"". No entiendo, efectivamente se me pegan los pelotudos",
2020-04-15 5:26:55,@el_bru El saqueo que mece la cuna,
2020-04-15 5:25:56,@el_bru Volver al saqueo / Saquear al futuro.,
2020-04-15 5:24:38,Javier Milei en #Intratables con Paulo Vilouta - 14/04/20 • Actualidad En Foco https://t.co/BgYEMVAaL3 #EstallaElDolar #TwitterComunista #TrollsLasPelotas #saqueo Reutemann #NiDespidosNiRebajasSalariales Gerardo Morales Goyco #GraciasMilei  #MartesIntratable  #BastaBaby,
2020-04-15 5:23:25,@gustavoeloy635 Cuál saqueo? En EEUU cuánto se paga de impuestos? Y nadie hace tanto escándalo,
2020-04-15 5:22:22,"@el_bru Saqueo, birra y faso",
2020-04-15 5:20:36,@el_bru Mi saqueo maestro,
2020-04-15 5:20:01,@el_bru Saqueo de la calle helm,
2020-04-15 5:19:23,@el_bru Sin saqueo no hay paraiso,
2020-04-15 5:18:43,"@el_bru El mismo saqueo, la misma lluvia",
2020-04-15 5:18:25,@el_bru Saqueo de avellaneda,
2020-04-15 5:17:33,@el_bru El saqueo de mi mejor amigo,
2020-04-15 5:17:04,@el_bru Saqueo y re saqueoDia del saqueoLos rompe saqueosEl señor de los saqueosCronicas de saqueoSaqueo sin finTienes un saqueoPosdata te saqueoEl saqueo de wall streerSaqueo storyEl rey saqueoLa vida es saqueoEl niño del saqueo a rayasSaqueo y furioso,
2020-04-15 5:15:04,[Fue Noticia]  Vecinos de barrio Roma denuncian el saqueo de las instituciones https://t.co/uzlzyboM51,
2020-04-15 5:11:57,RT @enriquezabala68: #CFK debería ser cruzado con #Lavado #Fueros y #SaqueoComo categorías de learning machine.,
2020-04-15 5:11:44,"RT @maria59580734: Diré algo q no es políticamente correcto,pero cuando millones d argentinos cayeron en la pobreza x culpa del macrismo,no…",
2020-04-15 5:07:05,"@matiastarnovsky Che no te vi poner nada de los barbijos 3 lucas x pera que compro el gobierno de la ciudad? Eso no es saqueo? Ambos somos de por estos lados, no te vi crítico como con los fideos. De paso vos no pedías subsidio para los monotributistas? Si no pagas impuestos, sos boleta",
2020-04-15 5:04:54,Tiras un misil al congreso y estas peleando por tus derechos.Publicas un tweet con la palabra “saqueo” y te llevan preso por desestabilizador.#PeronismoPopulista,
2020-04-15 5:04:33,"Cuando hiciste 5 cuadras y te cae una gota en la nariz, y pensás: #saqueo no saqué la ropa de la soga?",
2020-04-15 5:04:24,@AliciaVery @perlamsanchez47 Leí un artículo donde relatan que le iniciaron una causa a un chico de apenas 20 años por haber utilizado la palabra saqueo en uno de sus twitt´s. Si esto ne es persecución entonces ¿Qué es?,
2020-04-15 5:00:40,#saqueoLa borracha perdida https://t.co/T1qG3SdgHw,
2020-04-15 4:58:14,Probando probando 1 2 3 .. SAQUEO,
2020-04-15 4:55:45,@el_bru La ley del saqueo,
2020-04-15 4:52:38,"Teníamos que decir ""tijiri"" porque ese Presidente nos robó la palabra saqueo. https://t.co/DXsyBlRyWg",
2020-04-15 4:52:37,"@facdiazalvillos @LxivPollo @MeCagoEn_Peron Para organizar un saqueo; debería de mínima proponer un lugar y una hora, no? Vos te pensás que vas a organizar un delito por twitter? Hay que ser pelotudo y una persona muy triste para darse cuenta que esto es un control para asustar y controlar lo que se dice. Fue una boludez.",
2020-04-15 4:52:33,Ojo los que tengan cajas de seguridad no importa lo que encuentren adentro les aviso si sacan turno en sus bancos y/o se acercan estan habilitando la confiscacion de sus bienes y el saqueo final esto es SAQUEO cuidense,
2020-04-15 4:50:05,"Cyberyutean a un pendejo de 21 años por un chiste con la palabra saqueo. Ahora bien: con los trolls que generan tendencias nefastas, los twits y memes homofóbicos, transodiantes, racistas y gordofobicos que leo hace 10 años nadie hace nada. Patrullense la chota. https://t.co/ZKf9HpHJnT",
2020-04-15 4:49:51,El pibe que cayó en cana por poner  saqueo en un TWIT resume la justicia del país,
2020-04-15 4:49:36,Donde esta la democracia y la libre expresión si ahora te buscan como criminal cibernetico por expresar tus ideas y pensamientos? #saqueo,
2020-04-15 4:48:54,@PirryOficial Muéstrame un solo comentario tuyo sobre Roy Barreras ( que saqueó la salud) y Benedetti ( la educación) Uno solo sobre los trivagos... Pirry eres solo un drogo histerico que hace bulla para envenenar. No aportas sabias? 👇👇👇👇👇👇👇👇👇👇👇,
2020-04-15 4:46:14,"Tendrían que ser igual de eficaces con los feminicidios, el ciber acoso, la pornografía infantil, etc. Siempre serán un chiste los milicos... #Saqueo",
2020-04-15 4:44:38,"#Cyberpatrullaje detiene a joven por hacer un chiste sobre #saqueos por incitacion"".Está acción logra que #saqueo sea #Trending .El remedio peor que la enfermedad, eh genios?...#genios #ElPuebloManda #TwitterComunista #Argentina https://t.co/dQJyDBJXa4",
2020-04-15 4:44:32,NI MENGUELE SE ATREVIÓ A TANTO... 🤦‍♀️🤦‍♀️🤦‍♀️ #saqueo,
2020-04-15 4:43:01,"RT @elseniorjota: En medio de las horas mas oscuras de los últimos tiempos, se ocuopan de detener un pibe por usar la palabra #saqueo en un…",
2020-04-15 4:42:51,"@elcomandantesup @Solanopo Los parámetros de búsqueda realizadas a través de las distintas redes sociales incluída Twitter ®, incluyen entre otras el término “saqueo”, lo que permitió a los investigadores dar con la publicación del joven,...///......habría que ver que otros ""PARÁMETROS ""estarían usando 🤔",
2020-04-15 4:35:39,"La mejor es droga que la USTEDES, pero conversación no están listos para esta marihuana 😵#Saqueo #GraciasMilei #coronavirus #COVID19argentina https://t.co/i6itfMAbcg",
2020-04-15 4:33:52,"#saqueo es lo que nos hacen a nosotros, el estado y el mercado.",
2020-04-15 4:33:50,Lindo momento para hacerle un SAQUEO a la heladera 😏 https://t.co/sjezVamwrB,
2020-04-15 4:33:22,Metieron en cana a un wachin que hizo un chiste con la palabra #saqueoLa cyber-patrulla guardiana del humor lo hizo otra vez.,
2020-04-15 4:30:33,@Yamila_Rappi @RappiArgentina háganse cargo #rappi #saqueo #robo,
2020-04-15 4:29:19,"Diré algo q no es políticamente correcto,pero cuando millones d argentinos cayeron en la pobreza x culpa del macrismo,no vi a ningun periodista estar tan preocupado como lo están hoy con las pymes. No hay ciudadanos d primera y de segunda. Nada. Eso.#TimesSquare #Saqueo",
2020-04-15 4:28:33,Yo: #Saqueo.La ciberpolicía: https://t.co/jJg7b4rFsN,
2020-04-15 4:28:32,"Ahora sí escribís la palabra saqueo tenés posibilidades de ir preso jajajaja, qué era la libertad de expresión",
2020-04-15 4:27:19,"Un pibe se comió unos días adentro por twittearle a Macri una canción de cancha. No sean ilusos, hipócritas y olvidadizos. Según Patria Bullrich estas cosas, como la del tw de #saqueo ''generan una agitación que la sociedad no quiere''. https://t.co/PsTOnoztfW",
2020-04-15 4:26:00,"DALE HDP, DECI LO TUYO #EstallaElDolar #Saqueo https://t.co/fGMHayoFdE",
2020-04-15 4:25:39,@Maguikleiner Y sigue! Harry Potter y el prisionero del SaqueoEs fantástico!!,
2020-04-15 4:25:12,#saqueo vengan de a mil giles los espero acá sentado,
2020-04-15 4:25:11,"Estamos en un #corralito y es cuestión de tiempo de que comience el #saqueo (lamentablemente)Todo se va a ir al carajo en unos cuántos días/semanas, y nuestos políticos NO ESTÁN HACIENDO NADA PARA SOLUCIONARLO. Volvimos al #año2001, o incluso peor...",
2020-04-15 4:24:50,A ver si se ponen a trabajar y dejan de pavear con esto del ciberpatrullaje yo puedo decir #Saqueo SAQUEO SAQUEO SAQUEO SAQUEO .... libertad de expresión,
2020-04-15 4:24:20,saqueo saqueo saqueo,
2020-04-15 4:23:33,Te imaginas con ella que pansada se daría con ustedes #saqueo https://t.co/43etoxsQu4,
2020-04-15 4:23:16,Desde cuando usar la palabra Saqueo es motivo de causa penal? Recien Paso el Sr. Stalin y dijo que es un atropello a las libertades individuales de las personas. Se pasaron#Saqueo #CiberpatrullameLaChota,
2020-04-15 4:22:58,"Con 4 años de macrismo se fue degradando la educación y muchos jóvenes se olvidaron el significado de colocar comillas "" "" #saqueo https://t.co/2hNeLqmZit",
2020-04-15 4:21:54,De una si #saqueo,
2020-04-15 4:16:24,RT @ignacioortelli: Si escribo la palabra SAQUEO me vigilan y me arman una causa? https://t.co/6qQDvb6RwR,
2020-04-15 4:16:07,"RT @florcialmada: Debe ser lindo acomodar tendencias, bajar cuentas y censurar a la población a piacere no? @SabinaFrederic que no lo veas…",
2020-04-15 4:15:01,RT @juanant33714905: Pobre pibe lo detienen por poner la palabra #Saqueo y la vice presidenta SAQUEO el país y allí está vivita y cagando..…,
2020-04-15 4:13:04,"RT @DulyonTv: ¿Con esto, estoy defendiendo a Macri? Para nada, pero esto da un indicio hacia donde se dirige nuestro país con estos gobiern…",
2020-04-15 4:12:39,"RT @soybostero2018: Le negaron el IFE y según la científica de seguridad el acusado insitó al saqueo, se activó el ciberpatrulla y fueron h…",
2020-04-15 4:10:40,RT @fdz_dave: Y esto no es #Saqueo ? https://t.co/o1NASVNPRp,
2020-04-15 4:09:41,#EstallaElDolar #Saqueo #UnfollowATinelli deberían ser los TT del año en Argentina,
2020-04-15 4:09:04,"_Sigue en pie lo del saqueoFBI:consulado de Argentina, llamen a todas las unidades militares y gendarmes, quiero que arresten a ese hombre que dijo saqueo en twitter, y bombardeen su casa._Y que hacemos con los que irrumpen la cuarentena?FBI: y que vayan de vacaciones.#saqueo",
2020-04-15 4:08:49,Y esto no es #Saqueo ? https://t.co/o1NASVNPRp,
2020-04-15 4:07:57,#TwitterComunista y su ANTI libertad de expresión https://t.co/fUR37B0t9K#CyberPatrullaje #Saqueo,
2020-04-15 4:07:27,Si pinta saqueo yo voy por tu corazón amor,
2020-04-15 4:05:19,Ya lei a varios kirchneristas defender lo de la causa al pibe que tuiteó saqueo. Hermoso como se pusieron en modo full facho en menos de medio año. Las máscaras se van cayendo.,
2020-04-15 4:04:45,Puedo utilizar la palabra saqueo así me llevan de mi casa?????,
2020-04-15 4:03:35,@ELCARA333 @SabinaFrederic Viralecemos SAQUEO SAQUEO SAQUEO ESTAN SAQUEANDO EL PAIS Antro dejen de SAQUEAR ES DECIR DE HACER SAQUEO,
2020-04-15 4:03:23,Si yo tuiteo #saqueo y mis amigos le dan rt vamos todos presos? Pregunto porque hace un mes que no los veo y ya no me importa donde sea el reencuentro...,
2020-04-15 3:59:52,"RT @enriquezabala68: Debería aparecer un grupo hackers los Duhalde Blinders, porque si hay alguien que sabe de saqueos es el cabeza.#saqu…",
2020-04-15 3:59:23,#CFK debería ser cruzado con #Lavado #Fueros y #SaqueoComo categorías de learning machine.,
2020-04-15 3:59:00,Pobre pibe lo detienen por poner la palabra #Saqueo y la vice presidenta SAQUEO el país y allí está vivita y cagando.....El país del revés.......#lagrietaesmoral #lagrietaesmoral,
2020-04-15 3:58:58,RT @Destiny_Of_Ice: Vi que la ciber patrulla te quiere bajar solo usando el hashtag #saqueo y como soy estúpida también lo quería usar.Re…,
2020-04-15 3:57:21,@fffuuckkkkk Primer saqueo y sabes que te voy a pagar el heladoCualquier cosa plantas helado con la posibilidad que te crezca un arbol de helado,
2020-04-15 3:56:47,"RT @BanneadoK: @ElPresto2Ok @mirtatundis Que le pasa a la “llorona de los jubilados”, esa que con @mauriciomacri salía a matarlo 24/7 en to…",
2020-04-15 3:55:36,"Debería aparecer un grupo hackers los Duhalde Blinders, porque si hay alguien que sabe de saqueos es el cabeza.#saqueo PJ para dummies.",
2020-04-15 3:54:21,"¿Con esto, estoy defendiendo a Macri? Para nada, pero esto da un indicio hacia donde se dirige nuestro país con estos gobiernos peronistas y de izquierda.La clave está en la libertad. @JMilei @aetchebarne @jlespert @tipitoenojado @sozita_LST #Saqueo #TwitterComunista",
2020-04-15 3:53:38,"@jorgehalperin Decirle gordito lechoso es la descarga de cualquier tipo decente que piensa. Si nos quedamos en la frase, que es acertada por cierto, no vemos todo el pensamiento comprimido que hay detrás de la frase. (Angustias, incertidumbre, miedos y afán de acomodar algo luego del saqueo)",
2020-04-15 3:51:53,"En medio de las horas mas oscuras de los últimos tiempos, se ocuopan de detener un pibe por usar la palabra #saqueo en un twit, parece que hay un problema de prioridades no @alferdez porque no detenes al dolar que se te volo y esta saqueando los bolsillos de los argentinos.",
2020-04-15 3:51:44,@PIPIOELBOSTERO @silvinamarq el muchacho saqueo? los amigos de macri o el mismo macri saquearon?las empresas multinacionales saquean?cual va preso? el que no saqueó?,
2020-04-15 3:49:54,@claudiawasp Q opinas del pibe q le abrieron una causa x decir saqueo..? X q es x eso q está en tt https://t.co/lYEEEzVglT,
2020-04-15 3:48:15,"El pibe será medio bola, pero una causa penal? Pasan los gobiernos pero los dirigentes no aprenden más. https://t.co/CPKpvCw0FC",
2020-04-15 3:47:02,@1dolar1peso Para estos políticos parásitos hay un tipo de saqueo que si está bien.,
2020-04-15 3:44:26,Tuitee sobre saqueo y ahora no tengo TL dejame en pas Sabina https://t.co/fpnfBqSayK,
2020-04-15 3:44:15,"En el #saqueo vamos a terminar si insisten en estupideces del estilo ""los indendendes controlan los precios"" y la GestAPIF clausura supermercados donde haya un pollo a menos de 20cm de una torta. Nos van a llevar al desabastecimiento. Ni los chinos van a querer abrir!",
2020-04-15 3:39:37,"""Alberto Fernández: decretazos e insultos"" por Carlos Claá, en #PalabraDeLeuco - 14/04/20 • Actualidad En Foco https://t.co/xcYu6O6uZT #EstallaElDolar #TwitterComunista #TrollsLasPelotas #saqueo Reutemann #NiDespidosNiRebajasSalariales Gerardo Morales #GraciasMilei  #TNCentral",
2020-04-15 3:39:22,"Aca se abre causa penal por escribir la palabra #saqueo mira que comunistas estamos quedando pero fijate que no se mueve un dedo cuando #EstallaElDolar y con los #sobreprecios, la plata regalada ahi si esta permitido el #saqueo peronista",
2020-04-15 3:39:00,"Me encanta que #CiberpatrullameLaChota  exista hahaha Qué da más miedo: decir ""bomba"" en un aeropuerto o saqueo en Twitter  ??",
2020-04-15 3:38:49,Mario Negri en #PalabraDeLeuco de Alfredo Leuco - 14/04/20 • Actualidad En Foco https://t.co/QQEVoJoPyu #EstallaElDolar #TwitterComunista #TrollsLasPelotas #saqueo Reutemann #NiDespidosNiRebajasSalariales Gerardo Morales #GraciasMilei  #TNCentral #MartesIntratable #BastaBaby,
2020-04-15 3:37:20,"Si miras al espejo y decís tres veces saqueo, aparecerá Cyberman, y te llevará al infierno. Quien se anima? Que comience el juego  #saqueo saqueo sa q u   e ...",
2020-04-15 3:37:17,"El hashtag #saqueo está lleno de gorilas. Dicho esto, ¿realmente alguien piensa que el joven tuitero hablaba en serio e incitaba a algo más q a mantener el humor ácido en momentos álgidos? Por farol!",
2020-04-15 3:37:05,Oscar Martínez en #PalabraDeLeuco de Alfredo Leuco - 14/04/20 • Actualidad En Foco https://t.co/UbmLnuvgxV #EstallaElDolar #TwitterComunista #TrollsLasPelotas #saqueo Reutemann #NiDespidosNiRebajasSalariales Gerardo Morales #GraciasMilei  #TNCentral #BastaBaby #AnimalesSueltos,
2020-04-15 3:36:18,@myriambregman Continúa el saqueo de la casta política... Mas impuestos que terminan en Filtraciones y Malgasto. https://t.co/DIsU4wCm4I,
2020-04-15 3:35:46,Alfonso Prat-Gay y Mariana Zuvic en #PalabraDeLeuco de Alfredo Leuco - 14/04/20 • Actualidad En Foco https://t.co/Ai64Z4GpH8 #EstallaElDolar #TwitterComunista #TrollsLasPelotas #saqueo Reutemann #NiDespidosNiRebajasSalariales Gerardo Morales #GraciasMilei #TNCentral,
2020-04-15 3:35:45,"Si todo muy lindo nos quejábamos de Bullrich y ahora resulta que vas sopre por tuitear saqueo y sino te caga a palos Berni. Quienes militamos en el Frente de Todxs nos tenemos que hacer cargo, no callarnos la boca, repudiar y denunciar.",
2020-04-15 3:34:14,RT @la100fm: Hizo un chiste en Twitter sobre un “saqueo” y le abrieron una causa por intimidaciónhttps://t.co/GjrlWLLsE2 https://t.co/dmOu…,
2020-04-15 3:32:33,"En el gobierno de científicos meten preso a un pibe solamente por tuitear la palabra saqueo pero en plena cuarentena delincuentes sueltos están matando gente inocente. Sí, en plena cuarentena. QUE GOBIERNO COMUNISTA y FASCISTA DE MIERDA. https://t.co/gZZXsOL3qs",
2020-04-15 3:32:19,saqueo saqueo saqueo saqueo,
2020-04-15 3:31:34,"Son pajeros? un pibe pone #saqueo en twitter y le abren una causa penal? gracias, le dieron municion a la ultra derecha argentina hasta fin de año por lo menos, pelotudos",
2020-04-15 3:30:47,Hizo un chiste en Twitter sobre un “saqueo” y le abrieron una causa por intimidaciónhttps://t.co/GjrlWLLsE2 https://t.co/dmOucKdWgy,
2020-04-15 3:30:41,"Hay gente en Twitter haciendo ""chistes"" con violar a pibas, matarlas, etc y a un pibe que hace una broma de hacer un #Saqueo ya le ponen una causa. Argentina, todo bien por suerte",
2020-04-15 3:30:36,"Saqueo: eso que hacen los políticos todos los días. Tareas relacionadas: robar, postular al que produce como el enemigo, aumentar impuestos, inventar impuestos, ser peronistas, robar nuevamente. #PatrullameLaChota #PatrullameEstaFrederic",
2020-04-15 3:28:55,Es enserio lo de la causa que le abrieron por solo decir #saqueo ? En qué época estamos ? Entienden la gravedad del asunto?#saqueo #SAQUEO,
2020-04-15 3:28:49,"Es tendencia el saqueo. listo man, es mi momento de brillar con los memes",
2020-04-15 3:28:42,@Horacio_Giusto Con todo respeto este joven promovía un saqueo. Y un saqueo es un delito.  Qué la libertad de expresión está en juego puede ser. Desde 1983.,
2020-04-15 3:27:30,@Rabonushka #EnCasaEnTyCSports están perdiendo con saqueo boludoooooo,
2020-04-15 3:26:30,esperando que la gente se aloque para meter ese saqueo,
2020-04-15 3:26:06,@GiacoDiego Q aclaracion tan estupida. !! Estar en cuarentena te resta inteligencia!!! Pero hay q imaginar un sistema con empresarios y políticos RESPONSABLES no con una casta de socios cómplices del saqueo. Porque te estás olvidando de mencionar los hdrp de empresarios q también tenemos. 🤦‍♂️,
2020-04-15 3:24:57,"RT @RosarioNuestro: #Sociedad | Publicó un chiste en Twitter y se le inició una causa: ""¿Sigue en pie lo del saqueo, no?”➡️ https://t.co/N…",
2020-04-15 3:24:45,Saqueo saqueo saqueo saqueo saqueo saqueo saqueo saqueo saqueo saqueo saqueo saqueo,
2020-04-15 3:24:30,Saqueo es tendencia jajaja te amo Argentina,
2020-04-15 3:23:43,- Llamada para ELSA QUEO!! ¿hay alguna elsa queo aquí?#saqueo https://t.co/gdINzcrcEM,
2020-04-15 3:22:45,"@YatereYasi @honesta111 Como no encontrás sinónimo de saqueo, a verrr... a peronchorros kukas, mas que sinónimo es idéntico,  lakras hdrmp",
2020-04-15 3:22:22,Qué. ...no se puede decir #Saqueo....Si digo #Saqueo pasa algo malo ? #Saqueo #Saqueo #Saqueo #Saqueo #Saqueo,
2020-04-15 3:20:22,RT @Synkronizeed: #saqueo saqueo saqueo saqueo y de nuevo saqueo ...vengame a buscar hijos de puta,
2020-04-15 3:19:43,@el_bru El saqueo llama dos veces.,
2020-04-15 3:19:26,RT @ibelgies: #saqueo avisen cuando que me estoy quedando sin make up jasjas,
2020-04-15 3:19:25,@el_bru Lo que el saqueo se llevó.Sin saqueos no hay paraíso.,
2020-04-15 3:17:47,"Facho del orto, si decís #saqueo te meto en cana. #PatrullamelaDeNorteASur",
2020-04-15 3:17:29,"le abren una causa a un joven por twittear la palabra saqueo. https://t.co/FDmHAu7eCG Esto está de mal en peor. Pero no me sorprende, ya me lo veía venir. Lo de los saqueo que están ocultando no, lo de que iban a perseguir a los que escriben saqueo. ups! https://t.co/ao1k3rC3Rp",
2020-04-15 3:15:21,Si pinta saqueo yo voy por tu corazon mi amorr,
2020-04-15 3:14:10,"#Saqueo Chicos, la Ciber patrulla esta anotando los nombres de cada uno de nosotros! https://t.co/ljggdRzO4Z",
2020-04-15 3:13:32,"Saqueo se convierte en Trendig Topic, tras la decisión de abrirle una causa a un chico por tuitear la palabra https://t.co/wfClThmzFy https://t.co/1N1Bik8FSe",
2020-04-15 3:13:29,En serio no podemos decir #saqueo?,
2020-04-15 3:12:06,Y?? Ahora que. Vamos todos presos? #saqueo,
2020-04-15 3:11:59,"@MoniOeste @honesta111 Peronchorros caraduras, saquearon hasta el agua de los floreros se afanan hasta lo que no hay, hicieron mierda el pais por sacar al mejor presidente que tuvo argentina y te quieren meter en cana por decir saqueo cinicos ruines oportunista ventajeros hdrmp",
2020-04-15 3:11:59,"#ElCorralitodeAlberto es un saqueo. ¿Entendés, @SabinaFrederic?",
2020-04-15 3:11:05,"#Saqueo o como al gobierno le gusta llamar todo con palabras complicadas seria algo así ""SUSTRACCIÓN FORZOSA NO REEMBOLSABLE"" #SAQUEO #Saqueo",
2020-04-15 3:09:36,"@PatoBullrich @AdriIG2015 Prefiero morir de Coronavirus, antes que ver a mí familia morir de hambre por falta de alimentos. Nadie produce, estamos en Default, Dolar $106, cerca de la Hiperinflación, y para colmo nos aumentan los impuestos.¿Donde esta la oposición? #saqueo del Estado",
2020-04-15 3:08:38,@GUSTAVO12582465 No escribió saqueo. Llamo al saqueo que es distinto,
2020-04-15 3:08:30,"#Sociedad | Publicó un chiste en Twitter y se le inició una causa: ""¿Sigue en pie lo del saqueo, no?”➡️ https://t.co/NwlCJvYDve https://t.co/yADEtgKg7u",
2020-04-15 3:08:24,#Saqueo #hiperinflacion #Devaluacion #EmisionMonetaria SON TODAS LAS PALABRAS Q NO DEJAN DORMIR A @alferdez  ?????,
2020-04-15 3:08:00,Saqueo es el que hace el estado. Tanto miedo le tienen a la palabra los saqueadores seriales...😂😂,
2020-04-15 3:06:54,"Son dudas que resultan chicos, no se...  #saqueo",
2020-04-15 3:06:43,"#saqueo no me parece tan grave como #hiperinflación, ¿en dos semanas me van a querer meter preso por eso?Vayan primero a verlo a @JMilei",
2020-04-15 3:06:36,¡Qué tiempos! Ahora te patrullan las redes y si escribís saqueo te caen con la gendarmería en tu casa. https://t.co/C52698HDzT,
2020-04-15 3:06:35,"Y si la vuelvo a decir a la palabra #Saqueo, me abren una segunda causa judicial ??? o se agrava la primera causa ??? #saqueo",
2020-04-15 3:06:17,RT @pelalibre: No recuerdo si saqueo no la basura🤔,
2020-04-15 3:05:30,#saqueo Ya tengo mi causa judicial por decir #Saqueo ??? Q EMOCION !!!,
2020-04-15 3:04:46,"#saqueo por que no se puede decir #Saqueo ??? Acaso  ya empezaron ??? bueno, no creo que se demoren mucho tampoco...",
2020-04-15 3:01:55,Editorial de Alfredo Leuco en #PalabraDeLeuco - 14/04/20 • Actualidad En Foco https://t.co/yDBJ5cGiyt #EstallaElDolar #TwitterComunista #TrollsLasPelotas #saqueo Reutemann #NiDespidosNiRebajasSalariales Gerardo Morales #GraciasMilei #MartesIntratable #BastaBaby #NadaPersonal,
2020-04-15 3:01:30,#saqueo uy perdón se me escapó #Saqueo pero LPM!#Saqueo 😂😂😂#Saqueo 🤣🤣🤣#Saqueo 😎😎😎#Saqueo 🤡🤡🤡,
2020-04-15 3:01:19,Sinonimos de #Saqueo poner abajo,
2020-04-15 3:01:03,Cuando en 2001 el cabezon de Banfield lo mando a Juanjo Álvarez a organizar #saqueo en el conurbano era parte de la revocatoria popular al gobierno de De La Rua (según la porota @CFKArgentina ). Ahora mencionar la palabra es delito. Vamos bien Fuhrer!,
2020-04-15 3:00:16,RT @kngdmnd1: #Saqueo desde el Gobierno de ARGENTINA conducido por Alberto Fernández y Cristina Fernández terminaron por aprovechar la Pand…,
2020-04-15 2:59:53,"""Sólo una vuelta más” de Diego Sehinkman – 14/04/20 • Actualidad En Foco https://t.co/1NSoXo9Ipy #EstallaElDolar #TwitterComunista #TrollsLasPelotas #saqueo Reutemann #NiDespidosNiRebajasSalariales Gerardo Morales #GraciasMilei  #MartesIntratable #BastaBaby #AnimalesSueltos",
2020-04-15 2:59:26,RT @soylamorsa92: #saqueo @alferdez sos el peor presidente de Argentina que jamás existió!! Se viene el estallido social #GraciasMilei #Twi…,
2020-04-15 2:56:04,Expectativa: que metan presos a los empresarios que aprovechan la cuatentena para suspender y despedir. Realidad: le abren una causa a un pibe por tuitear saqueo. 👎👎👎👎 https://t.co/NFBu8UJDD4,
2020-04-15 2:55:29,Que se hace esta noche pinta saqueo.... A mi no me hacen ciber espionaje 😤😤😤,
2020-04-15 2:54:47,"#Saqueo desde el Gobierno de ARGENTINA conducido por Alberto Fernández y Cristina Fernández terminaron por aprovechar la Pandemia del Covid19 para encarcelar al pueblo, exterminar con todas las libertades individuales y aumentar mas los Impuestos mientras nadie produce. #Stalin",
2020-04-15 2:53:32,@MashiMCMXCVIII @Solanopo una multa por incitar al saqueo,
2020-04-15 2:52:43,Me siento en la china comunista pero la versión barata argentinaVoy a decir la palabra #saqueo porque no encuentro otro sinónimo a lo que mi familia hizo con las pepas caseras que hice,
2020-04-15 2:51:36,"@flautipste @PerriDelPueblo El tuit menciona la palabra saqueo, claramente no es una convocatoria, solo un chiste malo..",
2020-04-15 2:50:48,@Apuntes_ Esto es saqueo estan saqueando el pais,
2020-04-15 2:50:44,#saqueo Seguro es fogoneado por el Peronismo?,
2020-04-15 2:50:03,"@Humber69438151 @claraklayton Y que queres, Humbertito 🙄Para su mentalidad, detrás de cada donación hay un oligarca (a veces en potencia, la mayoría en pleno ejercicio de su ""oligarquez"") con la finalidad de demostrar que es superior.Solo el Estado (previo saqueo) esta en condiciones de ser ""solidario""",
2020-04-15 2:49:44,¿Es cierto esto? El único saqueo que veo es el que va a hacer Alberto Fernández de Kirchner con su corralito.  https://t.co/TmeHgBMApY,
2020-04-15 2:49:09,"Veo como tt #saqueo y entro deseperada para ver donde el era suspuesto saqueo y No! Patrañas, era otra charla de politica. Fuck.",
2020-04-15 2:47:50,Saqueo saqueo saqueo basta de saqueo,
2020-04-15 2:47:12,"@DiegoResino Ahhh yo por internet , #saqueo No se que tendra que ver pero queria poner ese hastag para no ser menos que nadie (?)",
2020-04-15 2:47:05,Dale que si le hacen causa lo hacemos de enserio #saqueo,
2020-04-15 2:46:52,"Ellos hablan como si no tuvieran grandes fortunas!! claro No las tienen ni de ""nacimiento"" ni ""declaradas""  Q país horrendooooooooooooooooooooooooo está quedando Reutemann#saqueo https://t.co/iP6ml8CW7M",
