Date,entireTweets,
2020-04-15 18:47:47,RT @Kari22288147: @jrw487 @JuancitoGalt @Aerolineas_AR Olvidate!!!. En su perfil dice ser voluntario... voluntariamente se prestó al saqueó…,
2020-04-15 18:46:53,RT @LuciEchevarria: El modelo de saqueo y contaminación no va más! Hay que prohibir estas actividades nocivas para el ambiente. Hoy más que…,
2020-04-15 18:45:51,"No es plata del Estado señor García, recuerde que ese dinero se tiene gracias a la retención obligatoria y forzada mediante impuestos hacia toda clase de empresa, individuo o transacción. El dinero estatal es producto del saqueo impositivo diario hacia sus ciudadanos. https://t.co/eSlSnsFS6m",
2020-04-15 18:43:36,Vamos de saqueo En un auto feo,
2020-04-15 18:41:06,@CeSanz1 @AmelieGranata ¿Por poner #saqueo? Debe ser algo más... No solo la palabra saqueo.¿Quién vino Escudo de Roble buscando al saqueador Bolsón en Bolsón Cerrado? #Bilbo #saqueo,
2020-04-15 18:40:12,@SilMercado @marianosilbert Saqueo.,
2020-04-15 18:36:17,RT @alibrancfk: Eso del pibe multado preso bla bla por poner Saqueo es mentira pasa q el pro si lo hizo ahora quieren venir con esos cuenti…,
2020-04-15 18:36:11,"Eu si van a amenazar de muerte a una piba, me hacen el favor de poner en alguna de esas amenazas la palabra #saqueo así el estado actúa al instante y no espera a que caguen matando a la piba para hacer algo, gracias",
2020-04-15 18:34:29,"son unos hijos d puta. así como agarraron al pibe que hizo un chiste con lo del saqueo, así también tienen que agarrar al femicida d Camila. https://t.co/pmuZGgI8QX",
2020-04-15 18:22:43,@SilMercado Yo por las dudas no escribo saqueo....,
2020-04-15 18:22:23,"Qué linda tarde para el #saqueo...Acá te esperamos ciberpatrulla de Patricia Bullrich... ah no?Es la ciberpatrulla progresista de Berni y Frederic, mirá vos... la gorra siempre es la gorra...",
2020-04-15 18:22:03,"“Sigue en pie lo del saqueo, no?”: el tuit que le valió la apertura de una causa a un joven https://t.co/2FqWRwFYvy https://t.co/rxdRQzGWOl",
2020-04-15 18:21:40,"@GianelliHector @Carlos71311834 La verdad yo creo que es un #Saqueo, voy a usar esta palabra cada vez que pueda solo para fastidiar a la antropóloga",
2020-04-15 18:18:26,"Si van a iniciar causas penales contra un pelotudo de Twitter por que tuiteó la palabra saqueo y hace apología del delito,espero ver qué hagan algo que la papuda de Hebe de Bonafini, Grabois y unos cuantos hijos de puta más.",
2020-04-15 18:18:13,@elcancillercom @PatoBullrich El hashtag saqueo desapareció hoy a la mañana había más de 10 mil comentarios... Habla patricia y desaparece...,
2020-04-15 18:17:18,@JohannTenorio Pero este saqueo es a mi misma!!,
2020-04-15 18:17:13,saqueo? https://t.co/MAnFR2Oibc,
2020-04-15 18:16:15,"Se viene el mayor saqueo de la historia,siempre peronista,la libertad económica,Los mayores choros quizás no les toque,Lázaro,Cristina,gobernadores ,intendentes,etc. https://t.co/Emxk4GBSAu",
2020-04-15 18:15:26,Vergüenza. https://t.co/7UHyi5pKQB,
2020-04-15 18:14:41,Naaaa la locura total con la nuestra #saqueo https://t.co/dIK4gl4lMW,
2020-04-15 18:13:52,RT @juditchenau: #saqueo fue cuando un chorro me robo todos los aportes de la AFJP para comprarse el puesto de vicepresidente. No esta cump…,
2020-04-15 18:13:42,@SilMercado y si pongo que el alumno saqueo tra bolilla? reaccionan?o le dió un saqueo tra vez?,
2020-04-15 18:11:19,En Argentina es más grave que un pibe escriba saqueo en Twitter a que se encuentren sobreprecios en ministerios y organismos del gobierno #BuenMiercoles #PeriodismoEnEmergencia #SinDerechosNoHaySaludhttps://t.co/MIqGCAmho3,
2020-04-15 18:10:55,Jajajaja borraron de tendencias el #TwitterComunista y #saqueo. Mmmm...,
2020-04-15 18:08:49,"@mariadelos1981 Ahí Silvia Mercado propuso que todos escribamos al palabra saqueo. Es más, su tuit lo repitio varias veces ...#SaqueameEsta",
2020-04-15 18:05:50,Los Santos fueron un saqueo anoche. Todo es saqueo. He visto muchos saqueos pero estos son los mayores saqueos entre los saqueos.,
2020-04-15 18:05:48,Se viene el #saqueo https://t.co/tv9U5wqB3V,
2020-04-15 18:05:33,Hola. Llegué tarde. ¿Cómo es eso de que no se puede twittear saqueo?,
2020-04-15 18:02:34,"Ya desestimaron la denuncia penal que le hicieron al pibe que twitteo en tono de broma "" sigue en pie lo del saqueo, no?"".El ciberpatrullaje atenta contra el derecho de opinar en la redes.El ministerio de seguridad y La justicia se tendrían que ocupar de cosas más importantes. https://t.co/LbIYoG1FoU",
2020-04-15 18:02:29,"RT @alejwall: ""El ciberpatrullaje tiene ese objetivo. Perseguir delitos. Si una persona llama a un saqueo, me parece que la acción que se r…",
2020-04-15 18:01:50,"Yo saqueo, tú saqueas, el saquea ... Sabinita nos manda en cana ... https://t.co/ANgh38DQH0",
2020-04-15 18:01:44,un saqueo para mi mujer https://t.co/fsm9k7MvE6,
2020-04-15 18:01:43,"Como para no ser menos, en #Olavarria tipear #saqueo en redes sociales también trae consecuencias https://t.co/2YxPKDxbPO",
2020-04-15 18:00:38,"RT @linalinera: El saqueo es esa herramienta organizada de boicot que utiliza el peronismo cuando es oposición. Siendo gobierno, acusar de…",
2020-04-15 18:00:04,"En Argentina te van a meter preso si pones #saqueo en una red social, pero quedan libres los que saquean las arcas públicas. Después culpamos a los especuladores neoliberales. Somos un chiste",
2020-04-15 17:59:36,"RT @SeamosLibres52: Tomáte la píldora roja de Matrix x tu bien, el de tu familia y de toda la sociedad""Los burócratas del kirchnerismo, q…",
2020-04-15 17:59:23,RT @rjgodoy: Metieron preso a un pibe por tuitear #saqueo Creo que ese libro ya lo leí. https://t.co/ybZSWtTuhJ,
2020-04-15 17:58:45,Cancelada Bullrich. Acaso no hay nadie que sea ultra liberal con una pelotudez como un twit de saqueo y cague a palos a los que sequean realmente. https://t.co/YUfualOobW,
2020-04-15 17:57:48,"@LucasRavina No solo es una idiotez, no sirve hace dos días que saqueó es TT como si las personas que usamos tuiter vamos a salir hacer algo, por favor no salíamos sin cuarentena imagínate ahora",
2020-04-15 17:57:40,"RT @Esteban04997020: Argentina, el país donde escribir #saqueo por Twitter te abren una causa y los que tienen causas por saquear el Estado…",
2020-04-15 17:57:06,"@NicolasdelCano El saqueo de tus bancas, jajajaj.",
2020-04-15 17:56:45,"Argentina, el país donde escribir #saqueo por Twitter te abren una causa y los que tienen causas por saquear el Estado quedan o siguen libre.",
2020-04-15 17:55:57,Que ganas de meter un #saqueo,
2020-04-15 17:55:09,RT @Orion_Zone: @Solanopo @PaisPPT Pero no hay causas penales rápidas sobre los funcionarios que participaron de la compra con sobreprecios…,
2020-04-15 17:53:34,Quieren generar miedo al imputar a un pibe por publicar #saqueo .muchos no escribiremos cosas malas contra el gobierno aunque quisieramos.Miedoo !!! Jaja,
2020-04-15 17:52:07,Es un saqueo permitido: el robo de los funcionarios públicos. La Frederic tiene dos posibilidades: o es una chorra o es una pelotuda. Que elija. https://t.co/AhMBnvQGta,
2020-04-15 17:50:01,Saqueo romper cuarentena delito saqueo mal gobierno crítica incompetentes saqueo troll marcos peña cyberpatrullaje ilegal saqueo saqueo saqueo saqueo,
2020-04-15 17:49:23,@Oximoronico “Puede organizar algo” ósea ya desde el vamos reconoce que no hubo ni tentativa (porque no intentó organizar nada) ósea que esto sería algo así como tentativa de tentativa de saqueo...,
2020-04-15 17:48:31,SAQUEO https://t.co/F0GnlK6Tp9,
2020-04-15 17:46:32,RT @Andydelahuerta: Argentina Hoy:#saqueo #EstallaElDolar #COVID19 #KingTrump https://t.co/l6GzZS9IqU,
2020-04-15 17:45:35,RT @munoztom: Llamen a los bomberos!!! #EstallaElDolar #saqueo https://t.co/by1jIGXy7d,
2020-04-15 17:45:17,No me queda claro por qué no se puede poner saqueo en twitter https://t.co/nQoA2WWJ2b,
2020-04-15 17:45:16,@SabinaFrederic @PrefecturaNaval @AySA_Oficial @MalenaMassa Señora :cómo se llama el sobreprecio en las compras de su Ministerio? Para mí con todo respeto es un saqueo al pueblo https://t.co/vhU4Y99rlw,
2020-04-15 17:44:56,"RT @LuisPolischuk: Linda noche para ver Memoria del #saqueo , el documental de Pino Solanas https://t.co/HIq0esMmM1",
2020-04-15 17:44:45,"@bigbangnw No fue un insulto, ni la palabra saqueo, ni dijo que iba a saquear...dijo  CUÁNDO EMPEZAMOS A SAQUEAR???. Que cada uno tuitee lo q le canta, ponele, pero fue una joda bastante pelotuda y te guste o no, suena mal.",
2020-04-15 17:43:48,#saqueo de los políticos A NOSOTROS  !!! https://t.co/4aXGIj2fdO,
2020-04-15 17:43:08,La verdad es q ya lo estoy pensando ... Capaz si digo SAQUEO… me meten en cana y me dan las tres comidas diarias !!! https://t.co/GcUjLfLIRO,
2020-04-15 17:42:49,Ojala el #ciberpatrullaje tambien ponga el foco en las publicaciones de #marketplace en #facebook me parece mas violento que te cobren 5 litros de #Alcoholengel 2000$ que un boludo hablando de saqueo es repudiable el hablar de saqueo yo no quiero un 2001 pero afinen la #ciberbara,
2020-04-15 17:42:35,Solo por probar #saqueo #saqueo...dejate de joder! Capaz que podes organizar un saqueo desde una cuenta de 500 seguidores...influencers las pestañas! Jaja,
2020-04-15 17:42:30,"El #saqueo es de la casta política a los laburantes, mientras vos te fundís ellos hacen negociados con sobreprecios.",
2020-04-15 17:41:44,"Calculo que ya lo fueron a notificar a este impresentable, la justicia?? Por qué si un pibe sube un Twitter con la palabra (Saqueó) lo van a visitar. https://t.co/4x6kTxkMxD",
2020-04-15 17:40:37,"Las ciberpatrullas kirchneristas persiguen a los ciudadanos que usan la palabra saqueo en las redes, pero ¿cómo podemos llamar a este constante robo de los recursos públicos?https://t.co/YvtuCSqWcx",
2020-04-15 17:40:14,Cristina SAQUEO argentina https://t.co/Hi9DIXBp6e,
2020-04-15 17:40:03,Pero meten preso a un pibe por tuitear “saqueo”. https://t.co/RlOgqWbCeS,
2020-04-15 17:39:21,RT @Ale_Bodart: Por escribir saqueo en Twitter le abrieron una causa penal a un joven. Por saquear al país con el robo de la deuda extern…,
2020-04-15 17:38:31,"#TwitterComunista Alberto Fernández paga a Twitter para que no le escriban mensajitos en su contra. Para los que piensan diferente, para el que critica el #saqueo https://t.co/Vmjo2VzS9R",
2020-04-15 17:36:46,RT @reinadeespadas3: Por qué si hablás de #saqueo te meten preso? Por infringir el monopolio peronista sobre la actividad?,
2020-04-15 17:34:51,keonda sale saqueo o que??,
2020-04-15 17:34:14,#EstallaElDolar#saqueo #TwitterComunista Aerolíneas argentinas Reducción de sueldos: https://t.co/Prje06tfzs,
2020-04-15 17:33:35,"RT @Mono_Iallo: No pronuncien la palabra ""#saqueo"" y no opinen en contra del gobierno porque sino la ministra de la inseguridad Sabina Fred…",
2020-04-15 17:31:58,"No pronuncien la palabra ""#saqueo"" y no opinen en contra del gobierno porque sino la ministra de la inseguridad Sabina Frederic les va a iniciar causas penales. No nos vas a callar pedazo de soviética anti libertad de expresión, REVENTÁ @SabinaFrederic #TwitterComunista https://t.co/7krr2xnabN",
2020-04-15 17:30:33,"Sigue en pie lo del saqueo, no? https://t.co/Z6AGQpwN1v",
2020-04-15 17:28:56,"@ADRombola Libertad de expresión es incitar a un saqueo? Es muy rara la vara que utilizas sobre la libertad de expresión. En el Gobierno del partido que vos apoyas se ENCARCELÓ a varias personas por insultar al Presidente. Acá una persona con prontuario incitó a un delito, y se la notificó",
2020-04-15 17:27:16,Patricia Bullrich sobre el ciberpatrullaje y lo supuestamente razonable del encarcelamiento del twittero procesado por escribir la palabra saqueo. Éstas cosas las criticamos durante el gobierno de MM. De ninguna manera podemos callarnos ahora. https://t.co/lcgTzrqBJP,
2020-04-15 17:26:46,Saqueo saqueo saqueo. A ver si voy presa también por lo menos saldría de mi casa jejox,
2020-04-15 17:26:35,Me amenazaron el otro dia de fusilarme y el tipo sigue en twitter.........pero @sabinafrederic pone en cana un pibe que dijo si habia saqueo............cerrame la 8 cacho,
2020-04-15 17:25:14,"RT @Rosariotres: 🏢🚓🚔La Justicia le abrió una causa penal por intimidación pública a Kevin Guerra, un joven que vive en Balcarce, Buenos Air…",
2020-04-15 17:25:10,@NSuarezColman @el_bru Nestor Kirchner La película. (No dice saqueo pero está implícito en el nombre),
2020-04-15 17:24:29,RT @valeriafgl: Pasan los Gobiernos y sigue habiendo pibes con causas por tuitear. Kevin escribió la palabra saqueo en el marco de una humo…,
2020-04-15 17:23:07,RT @munoztom: Llamen a los bomberos!!! #EstallaElDolar #saqueo,
2020-04-15 17:22:46,@el_bru Memorias del saqueo... 🤦😂😂😂,
2020-04-15 17:21:58,RT @Monica_E_R_: @estudioengel Resulta que ahora un Presidente puede  retwittear un insulto discriminatorio hacia un periodista pero no se…,
2020-04-15 17:20:22,Llamen a los bomberos!!! #EstallaElDolar #saqueo https://t.co/by1jIGXy7d,
2020-04-15 17:19:41,"Políticos charlatanes, farsantes e incompetentes que solo generan impuestos para robarles a los que producen, vamos canino a ser cuba 😔#saqueo #EstallaElDolar",
2020-04-15 17:17:57,Nos van a abrir una causa a todos por tuitear algo sobre #saqueo? Hijos de yuta,
2020-04-15 17:17:11,"JAJAJAAJ nqv las 5 tendencias en arg. sacaron el #saqueo , metieron un pibe preso por un twit JAJAJAJ NO SABES SI ESTABAN AL PEDO",
2020-04-15 17:17:08,@patriotaargenta Si al que nombró la palabra saqueo lo detuvieron.... a esta chica y a los políticos entongados.... qué pena les corresponde?,
2020-04-15 17:15:39,"unos amigos me explicaron la causa que le hicieron al pibe opino sobre el #saqueo y como no lo entendia me lo explicaron en esta frase: ""pasa que estaba queriendo incitar al desorden publico"" (eso es una justificacion?). esta pande nos esta volviendo unos pichichis",
2020-04-15 17:14:46,@elboboestepario Le hicieron una causa a un pibe por decir que no entraba en el bono de 10mil sale ese tal saqueo. Cualquierisima.,
2020-04-15 17:14:40,Será que no podemos hablar de #saqueo porque al estado no leGusta la competencia.??,
2020-04-15 17:12:16,Por qué si hablás de #saqueo te meten preso? Por infringir el monopolio peronista sobre la actividad?,
2020-04-15 17:11:58,RT @SariGuia: 1 millón de femicidas sueltos por Argentina peeeeero si twiteas la palabra #saqueo vas preso. Un chiste este país.,
2020-04-15 17:11:52,Oigan es cierto el rumor de que si decís saqueo 3 veces frente al espejo aparece Sabrina Frederick y te hace desaparecer ?,
2020-04-15 17:10:59,RT @Nahuascat: @estudioengel La palabra saqueo es la más buscada por lo ciber controlers! Ojito!,
2020-04-15 17:10:09,"#saqueoEste es el gobierno que querían... El que hace las cosas por la fuerza.La mejor cara de la mafia delante nuestro.El que oculta.El que mata.Manipula los medios.Calla a el pueblo.Se ríe de los fallecidos en once.Cromañón, el indio en Olavarría.Seguimos?",
2020-04-15 17:10:02,"Nací en medio de una crisis allá por agosto del 2000, y ahora a mis 19 años, ya tenemos el dólar a 105, ya estamos en default técnico y ya voy a vivir otra crisis.Yo les diría que se fijen a quienes votan porque el #saqueo que nos meten los políticos es impresionante.",
2020-04-15 17:09:15,ayer era intimidación pública.hoy es tentativa de saqueo.mañana es traición a la patria. para el viernes seleccionamos el delito con un bolillero. https://t.co/9zdZtkwf2w,
2020-04-15 17:08:39,"RT @FacundoIglesia: En @pasaroncosas899, Pato Bullrich acaba de apoyar la causa que le metieron al pibe que twiteó la palabra saqueo. Por…",
2020-04-15 17:08:10,"@Pescado05721849 Jajajaja Clarín, El Imperio, el FMI, Los Medios, Macri Gato, Ñañañañañaña. Hay q cambiar ese cerebro urgente, sufren el Virus q surgió en la Década Robada ""Cabeza de Termitis"" #NiDespidosNiRebajasSalariales #ElComunismoEsUnaEnfermedadMental #ElPeorPresidenteDeLaHistoria #saqueo https://t.co/AWrW4iLG85",
2020-04-15 17:08:02,"RT @edgadany: Recuerdo la historia de Saqueo, el que devolvió todo lo robado al tener un encuentro con Jesús. pero acá se menciona el otro,…",
2020-04-15 17:05:46,@bancoprovincia @BPResponde @JCuattromo @Kicillofok Imposible bajar la app. Dejen de vender humo para justificar sueldos. Todo el mundo en la calle buscando efectivo porque no se pueden hacer transferencias bancarias. #saqueo a la gente,
2020-04-15 17:04:56,Twitter es una cueva de agitadores del desastre. Quieren todo hundido y dominado. Sólo les interesa someter y denostar. El Macrilaje no murió CUIDADO!!!#saqueo,
2020-04-15 17:04:50,"#saqueo Hicieron ustedes en 2000/2001 , de 2003 a 2015.Tienen que dar gracias que el Argentino no tiene la costumbre norteamericana de utilizar armas, porque de ustedes no quedaría uno. Y esto sería una fiesta bárbara .Son impresentables. Por donde se los mire .",
2020-04-15 17:04:22,"En @pasaroncosas899, Pato Bullrich acaba de apoyar la causa que le metieron al pibe que twiteó la palabra saqueo. Por si faltaban argumentos para oponerse.",
2020-04-15 17:01:53,"RT @pasaroncosas899: 📞 | @PatoBullrich en #PasaronCosas: ""Yo siempre dije que el ciberpatrullaje es correcto. Lo que no está bien es medir…",
2020-04-15 17:01:48,Así ya puedo salir  #saqueo mi heladera con la ansiedad q tengo https://t.co/RuaZAegFOd,
2020-04-15 17:01:02,Argentina Hoy:#saqueo #EstallaElDolar #COVID19 #KingTrump https://t.co/l6GzZS9IqU,
2020-04-15 17:00:30,Que raro que los defensores de derechos humanos no estén diciendo nada por la causa que le abrieron al pibe de 21 años por TWITTEAR SAQUEO,
2020-04-15 17:00:22,@vvgomez @sergie_van ☝️Eso sí es un saqueo,
2020-04-15 17:00:19,"- ¿La evasión fiscal no es un delito?- Sí, por supuesto.- ¿Y los tipos que llaman todo el tiempo en tele a no pagar impeuestos?- No. Si Milei cree en un Estado minimalista, tiene derecho. Si una persona dice ""si no me dan la plata, saqueo"", la situación es distinta.",
2020-04-15 17:00:01,"#saqueo a la Justicia,. Sigue el show de domiciliarias. En Mar del Plata el Juez Inchausti se la concedió a un lider narco. Igual que en el caso #Boudou , una semana atrás el mismo magistrado se la había denegado. El reo es Hugo Esteban, detenido en la causa ""Lavado total""",
2020-04-15 16:59:49,"Al final son iguales que Macri, persiguiendo a gente por Twitter y armando causas.La Justicia, FFSS y FFAA tienen mejores cosas que hacer en este momento. Pero no, se dedican a ciberpatrullar y buscar chivos expiatorios. #saqueo",
2020-04-15 16:59:03,"Imagenes exclusivas de @alferdez, @Martin_M_Guzman y los #GeniosDelVoto 😅#EstallaElDolar #saqueo #coronavirus #MacrismoResidual https://t.co/p0sjHqjLr7",
2020-04-15 16:58:46,"Patricia Bullrich: ""Comparto que lo hayan detenido"", acerca del usuario de Twitter que bromeó sobre la posibilidad de hacer un #saqueo.En @pasaroncosas899",
2020-04-15 16:58:38,"📞 | @PatoBullrich en #PasaronCosas: ""Yo siempre dije que el ciberpatrullaje es correcto. Lo que no está bien es medir el humor social. Lo de este pibe es una incitación o una tentativa de saqueo"".",
2020-04-15 16:58:37,"RT @Alejo_Monti: @alferdez te puede decir miserable, que ganes menos, te puede insultar y te puede agredir.Pero no van a querer decir #saq…",
2020-04-15 16:58:34,@estudioengel Parota saquea. Los Porotas saquean. La porota Saqueo.  Ella Saquea el hijo tambien.  Porota hubiera o hubiese Saquedo.,
2020-04-15 16:58:34,SAQUEO SAQUEO SAQUEO SAQUEO,
2020-04-15 16:58:28,"Patricia Bullrich bancando a Frederic por el ciberpatrullaje y meter en cana por "" incitación "" al saqueo. Trosko,  le haces el juego a la derecha ñañañañaa.",
2020-04-15 16:57:49,Lacri. 40 años de #Saqueo. Y muchos bobos a los que les gusta autohumillarse lo siguen queriendo como líder https://t.co/Z7I6AJUDn1,
2020-04-15 16:57:40,"""Es una tentativa de saqueo. Es así"". Patricia Bullrich en @pasaroncosas899.",
2020-04-15 16:57:34,RT @LucioPizarro: Les prometieron asado.. les dan una tarjeta para que compren polenta en el supermercado 😂😂#coronavirus #saqueo #Estalla…,
2020-04-15 16:57:09,@NicolasdelCano Quien puede no estar nervioso. El Lole Arriesgó su vida cientos de veces para que ahora venga en estado ladrón y se lo distribuya en quienes sólo saben de garche y planes. #EstallaElDolar #saqueo #,
2020-04-15 16:56:59,RT @CeLeS73: El #saqueo desapareció de Twitter nuevamente. Cuidado nos están observando y controlando. Maldita falta de libertad de expresi…,
2020-04-15 16:56:52,"cómo vas a poner ""pinta el saqueo?"" En Twitter lpm jajajajajsjsjajs",
2020-04-15 16:56:25,"""El ciberpatrullaje tiene ese objetivo. Perseguir delitos. Si una persona llama a un saqueo, me parece que la acción que se realiza es correcta. Después la Justicia decide si estaba haciendo un chiste. Saquear no es un chiste"". Patricia Bullrich en @pasaroncosas899.",
2020-04-15 16:55:38,Les prometieron asado.. les dan una tarjeta para que compren polenta en el supermercado 😂😂#coronavirus #saqueo #EstallaElDolar #DiaInternacionalDelArquero https://t.co/k3dAGnY4vN,
2020-04-15 16:55:33,1 millón de femicidas sueltos por Argentina peeeeero si twiteas la palabra #saqueo vas preso. Un chiste este país.,
2020-04-15 16:54:54,"""El ciberpatrullaje tiene ese objetivo. Perseguir delitos. Si una persona llama a un saqueo, me parece que la acción que se realiza es correcta"". Patricia Bullrich en @pasaroncosas899.",
2020-04-15 16:54:19,"@alferdez te puede decir miserable, que ganes menos, te puede insultar y te puede agredir.Pero no van a querer decir #saqueo PORQUE TE ARMAN UNA CAUSA JUDICIAL!La libertad de expresión la mandaron a la basura.Y la forma de medir es por nombres",
2020-04-15 16:54:12,RT @diegorodrigu3zz: El video de los milicos en tiktok es algo inocente segun los periodistasAh pero con el pibe que tw lo del saqueo mere…,
2020-04-15 16:53:12,@MariaZaldivar No entiendo .. acusan penalmente a un vago por poner saqueo por Twitter y a estás que están incitando a cometer un delito de muerte no??,
2020-04-15 16:52:55,RT @heliotropos_: saqueo es quinta tendencia. https://t.co/4FhOZbkAoK,
2020-04-15 16:52:44,"#saqueo Estan mandando mas gendarmes a La Matanza x ""medidas de seguridad""? cuando les importo la seguridad? Estan mostrando musculo del Estado para contener a la orda q se les esta desbordando. Tic Tac Tic Tac",
2020-04-15 16:52:40,"Si tenés dudas sobre la existencia de un “corralito” en la Argentina, es muy fácil: vas cualquier día hábil al banco e intentás retirar todo el dinero de tu cuenta: si no lo lográs, significa que estamos en un “corralito”. Fin. #saqueo #EstallaElDolar #TwitterComunista",
2020-04-15 16:52:33,RT @GoonzaCardozo: Pero mira esa pelotudez de meter preso a un pibe por poner saqueo en twitter jajajaja dejame de joder,
2020-04-15 16:52:19,@el_bru Luz verde para series y programas de TV?Casados con saqueosDesignated saqueador7 saqueosEl chavo del saqueoLa casa del saqueoJuego de saqueosSaqueo de gavilanes (viejarda)Cómo conocí a tu saqueoLa teoría del big-saqueo,
2020-04-15 16:52:19,Es sorprendente con que naturalidad hablan en el noti13 del ciber patrullaje y de como le tiraron por la cabeza el código penal a un tipo SIN ANTECEDENTES por decir #saqueo cuando el verdadero saqueo a República lo están perpetrado los que nos gobiernan.,
2020-04-15 16:52:12,Bajaron la palabra saqueo de las tt... se viene heavy la censura,
2020-04-15 16:51:54,@estudioengel La palabra saqueo es la más buscada por lo ciber controlers! Ojito!,
2020-04-15 16:51:51,Imputan a un joven por escribir saqueo de forma irónica en un tuit. Pero después celebran todos los exabruptos de la vieja demente de Hebe que se metía con una niña como Antonia.,
2020-04-15 16:51:01,"el noticiero muestra la cara del pibe que twiteo e 'incito al saqueo' segun ellos pero no muestran la cara del que mató y enterró a una piba, son la peor mierda",
2020-04-15 16:50:54,Hola Ministra @SabinaFrederic le doy una Sutil Ayuda QUE esperO le sirva para cyberpatrullar... #Saqueo,
2020-04-15 16:49:47,Che todos los que hablaban de persecución en el gobierno anterior... No van a decir nada del pibe que imputaron por poner saqueo en un tweet? 🤔,
2020-04-15 16:49:44,No hablen de saqueo porque van a ir en cana jajaja,
2020-04-15 16:49:40,"Consejo, si haces humor con cuestiones sensibles, pone jajaja al final. Mí a lo q le pasó al pibe del saqueo !!",
2020-04-15 16:49:31,Pero mira esa pelotudez de meter preso a un pibe por poner saqueo en twitter jajajaja dejame de joder,
2020-04-15 16:49:25,"Ustedes ahora están todos indignados con el.pibe del saqueo pero esta bien, imagínense que debe haber gente pensando eso posta y piensen en los comerciantes No los quiero escuchar llorar después, porque en Facebook seguro están todos agitando, lo usaron de perejil pero bue",
2020-04-15 16:49:13,"Imputan a un chico por poner un tw con la palabra saqueo, ahhhh pero cuando matan a una, ya fue total son mujeres",
2020-04-15 16:48:13,"Che q onda los que no cobramos el bono, sigue en pie lo del saqueo ? Jajajjaj q hdp",
2020-04-15 16:44:20,@el_bru Cómo perder un saqueo en diez días.,
2020-04-15 16:43:47,Donde hay un saqueo?,
2020-04-15 16:43:04,"RT @juditchenau: #saqueo Ojo, si a Alberto ""no le gusta el tuit"" podes quedar procesado. Salud Herr AlbertKevin Guerra: “La DDI me dijo ‘a…",
2020-04-15 16:41:51,"@el_bru ""Lluvia de saqueos""O el contrarreciproco""Saqueo de hamburguesas""",
2020-04-15 16:41:26,Eso del pibe multado preso bla bla por poner Saqueo es mentira pasa q el pro si lo hizo ahora quieren venir con esos cuentitos a nosotros tenemos todas las pruebas de sus 4 años se acuerdan de la represiòn a maestros y jubilados? Esto fue Macri 👇 https://t.co/VTyYeLOytH,
2020-04-15 16:41:17,RT @maku15kht: Aunque diga que este gobierno es peor que un saqueo? 🤔 Jaja https://t.co/f8KiLRdH1B,
2020-04-15 16:41:05,RT @Andrespetersen: Ministra @SabinaFrederic me parece innecesaria la causa abierta a un joven por el tuit donde estaba la palabra saqueo…,
2020-04-15 16:39:02,#saqueo fue cuando un chorro me robo todos los aportes de la AFJP para comprarse el puesto de vicepresidente. No esta cumpliendo condena x este afano. Pero si andan persiguiendo niños en twitter https://t.co/m50yjUPClQ,
2020-04-15 16:37:20,RT @ulichaparro12: ¿Como que metieron en cana a un pibe por tuitear la palabra SAQUEO? ¿Estamos experimentando al peor y más fascista gobie…,
2020-04-15 16:35:45,"#saqueo Ojo, si a Alberto ""no le gusta el tuit"" podes quedar procesado. Salud Herr AlbertKevin Guerra: “La DDI me dijo ‘al Presidente no le gustó tu tuit’ y ahora estoy procesado”",
2020-04-15 16:34:00,Real le abrieron causa a un pibe por usar el #saqueo en twitter? Se acuerdan del pibe que bardeo a macri por aca? me suena un toque la situacion XD,
2020-04-15 16:33:28,"RT @raulnegroperez: Comprobado nos gobiernan unos descerebrados, los paladines de la solidaridad con la del otro mientras ellos no largan u…",
2020-04-15 16:33:26,"@LasagnaDiabolik Yo no estoy en contra del ciberpatrullaje, pero me parece que tendrían q actuar en casos más graves, cuando se amenaza a alguien o cuando se insta a cometer un delito, lo del saqueo al toque te das cuenta que es un chiste bobo, de última notificalo y que lo elimine y punto.",
2020-04-15 16:33:25,@gonzycuervo Todos pongan la palabra saqueo y que se metan el programa rastreador y censurador en el orto... Aguantemos la libertad de expresión... Vienen por todo,
2020-04-15 16:30:34,"RT @dlorikk: Ahora sí escribís la palabra saqueo tenés posibilidades de ir preso jajajaja, qué era la libertad de expresión",
2020-04-15 16:29:58,"RT @Jorgerc2010: @MarielMer1 @LaBandaPindonga Es cierto la palabra #saqueo, tiene una connotación especial en esta época, porque pone al de…",
2020-04-15 16:29:46,Dejaban que una pibita tome colegios ilegalmente y hoy es legisladora. Y ahora le abren una causa un pibe que escribio #saqueo en un tweet jajajjajajaja ! que paradoja!. Si vamos a tomar en serio todo lo que se escribe en esta red dios mio! Metan en cana a choros HDPS !,
2020-04-15 16:29:19,RT @candeyeri: No se puede decir la palabra #saqueo   repITO NO SE PUEDE DECIR SAQUEO https://t.co/C2JqcpQXZs,
2020-04-15 16:28:27,"Saqueo es sinònimo de Macri, Caputo , Larreta, Vidal o sea todo el PRO o sea no es novedad",
2020-04-15 16:27:58,"RT @mimichas50: TANTO JODER CON EL CIBERPATRULLAJE Y LA PALABRA PROHIBIDA...QUE SI LA GENTE SE QUEDA SIN SOLUCION NI AYUDA,SE LES HACE REAL…",
